Insegna,Tipo via,Via,Civico,Codice via,Municipio,Accesso,Isolato,Presso,Forma commercio prevalente,Forma commercio secondaria,Forma vendita,Superficie somministrazione,Bar caffè,Bar gastronomici e simili,Biliardo,Bocce,Carte,Cibi cotti preconfezionati,Discoteche,Genere merceol.autorizz.sanit.,Giochi legge 388/2000,Mensa,Pizzeria,Prodotti di gastronomia,Ristorante,Spaccio bevande analcoliche,Tavola calda,Tavola fredda,Fast food,Osteria,Self service,Trattoria,context_type,IsAnomaly
mensa c/o teatro scala,VIA,BERGOGNONE AMBROGIO DA FOSSANO,34,5130,6,accesso interno,31,fondaz. teatro alla scala,somministrazione,Assente,self service,146.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
mensa c/o teatro scala,VIALE,DELL' INNOVAZIONE,20,1731,9,accesso interno,0,fondaz.teatro alla scala,somministrazione,Assente,self service,194.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
mensa c/o valeas spa.,VIA,VALLISNERI ANTONIO,010,2582,3,accesso interno,0,valeas s.p.a.,somministrazione,Assente,self service,132.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,company,False
mensa f.f.s.s.,VIA,CASSINIS GIOVANNI BATTISTA,73,4309,4,accesso interno,34,Non specificato,somministrazione,Assente,self service,168.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
mensa f.f.s.s.,VIA,SAMMARTINI GIOVANNI BATTISTA,21,1202,2,accesso interno,0,ferrovie dello stato,somministrazione,Assente,self service,406.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
mensa hotel executive,VIALE,STURZO DON LUIGI,45,1704,9,accesso interno,316,hotel executive,somministrazione,Assente,self service,108.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
mensa int.asilo nido,VIA,CIRILLO DOMENICO,16,7133,1,accesso interno,135,asilo nido,somministrazione,Assente,self service,192.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
mensa int europ assistanc,PIAZZA,TRENTO,6,4220,5,accesso interno,152,europ assistance service,somministrazione,Assente,self service,300.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
mensa int.f.f.s.s.,VIA,VALTELLINA,009,1188,9,accesso interno,0,ferrovie dello stato,somministrazione,Assente,self service,176.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
mensa int.galbani,VIA,GIOIA FLAVIO,6,6402,8,accesso esterno,173,lactalis italia,somministrazione,Assente,self service,223.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
mensa int.ist.gonzaga,VIA,VITRUVIO,41,2134,2,accesso interno,55,istituto gonzaga,somministrazione,Assente,self service,158.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
mensa istit.sacro cuore,PIAZZA,BUONARROTI MICHELANGELO,30,6252,8,accesso interno,176,istituto sacro cuore,somministrazione,Assente,self service,246.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
mensa periodici s.paolo,VIA,DUCCIO DI BONINSEGNA,10,6251,8,accesso interno,176,periodici san paolo,somministrazione,Assente,self service,317.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
metrop. m5 torno-ansaldi,VIA,RACCONIGI,000,1091,9,accesso interno,0,cantiere torno ansaldo met,somministrazione,Assente,self service,154.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
mocronido,VIA,BRIOSI GIOVANNI,12,3209,3,accesso interno,194,micronido,somministrazione,Assente,self service,156.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
officina riparazione ffss,VIA,F.LLI BRESSAN,43,2349,2,accesso interno,96,Non specificato,somministrazione,Assente,self service,227.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
ospedale gaetano pini,VIA,ISOCRATE,19,2353,2,accesso interno,143,ospedale gaetano pini,somministrazione,Assente,self service,159.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,hospital,False
ospedale s. paolo,VIA,DI RUDINI' ANTONIO,8,5429,6,accesso interno,102,ospedale san paolo,somministrazione,Assente,self service,168.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,hospital,False
pensionato univ.bocconi,VIA,BOCCONI FERDINANDO,12,4050,5,accesso interno,102,pensionato università bocc,somministrazione,Assente,self service,122.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,school,False
pierrel spa,VIA,BISCEGLIE,104,6707,6,accesso interno,86,pierrel spa,somministrazione,Assente,al tavolo,156.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
residenza anni azzurri sp,VIA,SAN FAUSTINO,21,2681,3,accesso interno,0,residenza anni azzurri,somministrazione,Assente,self service,210.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
residenza per anziani,PIAZZA,DEI VOLONTARI,3,7143,1,accesso interno,128,residenza sanitaria per an,somministrazione,Assente,self service,164.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
r.s.a. il parco delle cav,VIA,CAPRI,21,6761,7,accesso interno,0,r.s.a. il parco delle cave,somministrazione,Assente,self service,169.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
rsa mater gratiae,VIA,CORRADO II IL SALICO,50,4225,5,accesso interno,0,rsa mater gratiae,somministrazione,Assente,self service,157.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
rsa per anziani,VIA,OLGETTINA,63,2530,3,accesso interno,0,r.s.a. ambrosiana,somministrazione,Assente,self service,150.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
rsa sapientae,VIA,VARAZZE,7,6503,7,accesso interno,0,rsa mater sapientiae,somministrazione,Assente,self service,155.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
sandiiw italia spa,VIA,VARESINA,184,7290,8,accesso interno,151,sandvik italia spa,somministrazione,Assente,self service,300.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
sanofi aventis,VIA,SBODIO GAETANO,2,2670,3,accesso interno,110,sanofi aventis,somministrazione,Assente,self service,156.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
scuola,VIA,COLLEONI BARTOLOMEO,8,7229,8,accesso interno,347,scuola,somministrazione,Assente,self service,182.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,school,False
scuola,VIALE,GORIZIA,5,5156,6,accesso interno,55,scuola gaffurio,somministrazione,Assente,self service,154.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,school,False
scuola d infanzia,VIA,MAGREGLIO,3,7486,8,accesso interno,215,scuola dell'infanzia,somministrazione,Assente,self service,159.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,school,False
scuola d infanzia,VIALE,D'ANNUNZIO GABRIELE,17,5170,1,accesso interno,54,scuola dell'infanzia,somministrazione,Assente,self service,180.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,school,False
settore tecnici comune,VIA,AMARI MICHELE,18,7181,8,accesso interno,309,comune di milano,somministrazione,Assente,al banco,270.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,public_office,False
s. tommaso moro,VIA,INGANNI ANGELO,12,6672,6,accesso interno,92,s. tommaso moro,somministrazione,Assente,self service,157.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
struttura polifunzionale,VIA,CALATAFIMI,3,5190,1,accesso interno,0,struttura polifunzionale,somministrazione,Assente,self service,177.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
teatro della scala,VIA,CAMPO LODIGIANO,2,592,1,accesso interno,273,teatro alla scala,somministrazione,Assente,self service,64.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
termokimik-corporation,VIA,FLUMENDOSA,13,2522,2,accesso interno,248,termokimik corporation,somministrazione,Assente,self service,193.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
vidas,VIA,OJETTI UGO,66,7516,8,accesso interno,0,assistenza malati terminal,somministrazione,Assente,self service,155.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,MARCONA,69,3080,4,accesso interno,237,casa di cura igea,somministrazione,Assente,misto,200.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,hospital,False
Non specificata,VIA,MECENATE,96,3323,4,accesso interno,0,rsa g. gerosa brichetto,somministrazione,Assente,self service,161.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,VIZZOLA,5,1763,9,accesso interno,0,i.s.u. studi di milano,somministrazione,Assente,self service,161.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
assoc.chiesa scientology,VIA,LEPONTINA,4,1147,9,accesso interno,205,chiesa di scientology,somministrazione,Assente,self service,240.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
i.t.i.s. m.curie,VIA,F.LLI ZOIA,130,6306,7,accesso interno,266,i.t.i. curie-i.t.c. sraffa,somministrazione,Assente,self service,201.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
sir james henderson schoo,VIA,PISANI DOSSI CARLO ALBERTO,16,2638,3,accesso interno,77,sir james henderson school,somministrazione,Assente,self service,230.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
uffici,VIA,BAROZZI MICHELE,003,3042,1,accesso interno,0,società bonelli erede papp,somministrazione,Assente,self service,184.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,company,False
Non specificata,VIA,TORTONA,27,5124,6,accesso interno,0,superstudio più,somministrazione,Assente,self service,159.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,other,False
Non specificata,PIAZZA,MISSORI GIUSEPPE,1,525,1,accesso esterno,424,mensa dip. hotel cavalieri,somministrazione,Assente,misto,132.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,CORSO,SEMPIONE,27,7137,8,accesso interno,90,rai radio televisione ital,somministrazione,Assente,al banco,413.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,other,False
